He's considering something I told him.	ᎪᏍᏗ ᏥᏃᎯᏎᎸ ᎠᏓᏅᏖᎯᎶᎠ.
When you get close to a beaver, it makes noise.	ᏙᏯ ᎾᎥ ᏱᎦᎷᏤᎳ ᎤᏓᏃᏴᏟᏍᏗᏍᎪᎢ.
A big snake is crawling.	ᎤᏔᎾ ᎢᎾᏓ ᎠᏓᎾᏏᏂ.
When the twister hit the tree, it twisted.	ᎠᎦᎷᎦ ᎤᏩᏂᎳ ᏡᎬᎢ ᎤᏓᏄᏖᏲᎸᎢ.
He lived in Tahlequah for ten years, the he wanted to move.	ᏍᎪᎯ ᏧᏕᏘᏴᏓ ᎤᏁᎳᏛᎢ ᏓᎵᏆ, ᎩᎳ ᎤᏚᎷᎲ ᎤᏓᏅᏍᏗᎢ.
He orders a new car every year.	ᏑᏕᏘᏴᏓ ᎢᏳᏓᎵ ᎢᏤ ᏓᏆᎴᎳ ᎠᏓᏅᏍᎪᎢ.
She's in the kitchen washing dishes.	ᎠᏓᏍᏓᏴᏗ ᎠᏯᎠ ᏗᏖᎵᏙ ᏕᎬᏗᏰᎠ.
You don't have to cook, because I'm not hungry.	Ꮭ ᎠᏎ ᏣᏓᏍᏓᏴᏗ ᏱᎩ, ᏝᎮᏃ ᏯᎩᎪᏏᎭ.
z	x
Some Cherokees are very magical.	ᏙᏳ ᎠᏂᏓᏪᎯ ᎨᏐ ᎢᎦᏓ ᎠᏂᏣᎳᎩ.
The match is burning.	ᎠᏥᎳ ᎪᏢᏗ ᎠᏓᏪᎳᎩᎠ.
The flame burned his back.	ᎠᏓᏪᎳᎩᏍᎩ ᏚᎴᏴᏔᏅ ᎦᏐᎯᎢ.
My dad has worked at a place where they make gunpowder.	ᎠᏓᏪᎳᎩᏍᎩ ᎤᏃᏢᏗ ᏧᎸᏫᏍᏓᏁᎸ ᎡᏙᏓ.
Rest. You'll get exhausted.	ᎭᏓᏪᏐᎸᏍᏓ. ᏙᏔᏍᏔᏰᏎᎦ.
A man named Adam wants to speak to you.	ᎠᏓᏫ ᏧᏙᎢᏓ ᎠᏍᎦᏯ ᎤᏚᎵ ᏍᏓᏟᏃᎮᏗ.
Do you like to swim?	ᏣᎸᏉᏗᏍ ᏣᏓᏬᏍᏗ?
I like to swim in a creek more than in a swimming pool.	ᎤᏪᏴ ᎠᏆᏓᏬᏍᏗ ᎤᎪᏗ ᎠᎩᎸᏉᏗ ᏏᏅ ᎠᏓᏬᏍᏗ ᎨᏒᎢ.
Where did you get the color television?	ᎭᏢ ᏣᎩᏎ Ꮎ ᎤᎵᏑᏫᏓ ᎠᏓᏴᎳᏛᏍᎩ?
He gave the students a new pencil.	ᎢᏤ ᏗᎪᏪᎶᏗ ᎤᏕᎸ ᏗᏕᏠᏆᏍᎩ.
Is it easy to learn to speak Cherokee?	ᎠᎯᏓᏍ ᎠᏕᎶᏆᏍᏗ ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ?
She's trying to embarrass him.	ᎤᏕᎰᎯᏍᏙᏗ ᎠᏁᏟᏗᎭ.
When the girl winked at him, he got embarrassed.	ᎠᎨᏳᏣ ᎤᎦᏔᏍᏓᏁᎳ ᎤᏕᎰᏒᎢ.
He was born at five o'clock this morning.	ᎯᏍᎩ ᎢᏳᏩᏂᎸ ᏥᎨᏒ ᎪᎯ ᏑᎾᎴ ᎤᏕᏅᎢ.
The love of money is the root of evil."	"ᎠᏕᎳ ᎠᎨᏴᏗ ᎨᏒ ᏗᏓᎴᏂ ᎠᏍᎦᏂ."
Would you like to work in a bank?	ᏱᏣᏚᎳᏍ ᎠᏕᎵᏗᏴᏗ ᏗᏣᎸᏫᏍᏓᏁᏗ?
She wants to go to California.	ᎠᏕᎵᏧᏢ ᎤᏪᏅᏍᏗ ᎤᏚᎵᎭ.
He found out that he was being cheated.	ᎤᏕᎶᎰᏒ ᎠᏥᎶᏄᎡᏍᎬᎢ.
The price of this hat is ten dollars.	ᎯᎠ ᎠᎵᏍᏇᏚᏬ ᏍᎪ ᎠᏕᎸ ᏧᎬᏩᏟᏗ.
I like to dive when I'm swimming.	ᎠᏆᏕᏘᏗ ᎠᎩᎸᏉᏗ ᏱᎦᏓᏬᎠ.
I am circling a building.	ᎠᏓᏁᎸ ᎦᏕᏲᎭ.
Because he was driving fast, he missed the curve.	ᎠᏯᏄᎵ ᎠᎯᎵᏒ ᎢᏳᏍᏗ ᏚᏅᏛ ᎠᏕᏲᎲᎢ.
I am going to lay this fishing pole here.	ᎠᎭᏂ ᏓᏥᏗ ᎯᎠ ᏍᏗ.
I rise at six a.m.	ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᎦᏗᏗᏍᎪᎢ.
He scattered the papers on the table when he looked for his pencil.	ᏗᎪᏪᎵ ᎦᏍᎩᎸ ᏚᏝᎥ ᏚᏗᎦᎴᏴ ᏗᎪᏪᎶᏓ ᎤᏯᎳ.
Pieces of cloth scattered when the wind blew hard.	ᎠᎿᏬ ᎤᎵᎬᎭᎷᏴ ᎤᏗᎦᎴᏲᏨ ᏍᏓᏯ ᎤᏃᎸᎾ.
The wheel is spinning too fast to stop.	ᎠᏯᏄᎵ ᎠᏗᏆᎸᏕᏲᎭ ᎦᏉᏛ ᎠᎴᏫᏍᏙᏙᏗᎢ.
What is he saying?	ᎦᏙ ᎤᏍᏗ ᎠᏗᎭ?
Crossing the road, I was almost run over by a car.	ᏅᏃᎯ ᏕᏥᎾᏗᏫᏍᎬ ᎠᎴ ᏓᏆᎴᎳ ᎾᏆᏗᏅᏔᏅᎢ.
When the killer saw the police he hid.	ᏗᎾᏓᏂᏰᏍᎩ ᏚᎪᎭ ᏗᏓᎯᎯ ᎤᏗᏍᎦᎳᏅᎢ.
Leave the chair. There isn't room to put it in the car.	ᎯᏗᏏᏯ ᎦᏍᎩᎶ. Ꮭ ᏳᏜᏅᏓ ᎦᎳᏗᏍᏗ ᏓᏆᎴᎷᎢ.
What kind of a drink do you want?	ᎦᏙ ᎤᏍᏗ ᎠᏗᏔᏍᏗ ᏣᏚᎵ?
Camels drink a lot of water.	ᎨᎻᎵ ᏥᏈᏍᏗ ᎠᎹ ᎠᎾᏗᏔᏍᎪᎢ.
He's drinking soup with a spoon.	ᎠᏗᏙᏗ ᎬᏗ ᎠᏗᏔᏍᎦ ᎤᎦᎹ.
I see smoke from burning rubber.	ᎠᏜ ᎠᎪᎲᏍᎬ ᏚᎦᏒᏍᏛ ᏥᎪᏩᏘᎭ.
The boy is scratching where a mosquito bit him.	ᏙᏌ ᎤᏍᎦᎯᏨ ᎠᏜᎪᏍᎦ ᎠᏧᏣ.
The money is in the coat pocket.	ᎦᏌᎴᏂ ᎠᏜᏩᏛ ᏕᎦᏝ ᎠᏕᎳ.
Where did he turn off?	ᎭᏢ ᎢᏴ ᎤᏞᏎᎢ.
He wanted to take revenge against him but he didn't do it.	ᎤᏞᏤᏗ ᎤᏚᎸᎲ ᎠᏎᏍᎩᏂ Ꮭ ᎥᏍᎩ ᏰᏄᏛᏁᎴᎢ.
Don't be looking for revenge.	ᎮᏍᏗ ᎠᏞᎢᏍᏗ ᏰᏣᏲᎮᏍᏗ.
She puts on an apron when she works in the kitchen.	ᎠᏞᏌᏙ ᎠᏞᏌᏛᎢᏍᎪ ᎠᏓᏍᏓᏴᏗ ᏱᏚᎸᏪᏍᏓᏁᎳ.
I didn't see the turn-off.	Ꮭ ᏱᏥᎪᏩᏔ ᎠᏞᏍᎬᎢ.
What is she pouring? Milk or water?	ᎦᏙ ᎤᏍᏗ ᎠᏟᎠ. ᎠᎹ, ᎤᏅᏗᎨ?
They have some pretty earrings at the Cherokee Arts and Crafts in Tahlequah.	ᏧᏬᏚᎯ ᏗᏟᎠᏙ ᏚᏂᎭ ᎠᏂᏣᎳᎩ ᎤᏃᏢᏅᏅ ᎤᎾᏓᎾᏅᎢ ᏓᎵᏆ.
While I was swimming, water filled my ear.	ᎦᏓᏬᏍᎬ, ᎠᎹ ᎤᏟᏨ ᏥᎴᏂ.
He's drawing water from the barrel.	ᎠᎹ ᎠᏟᎭ ᏒᏙᏂᎢ.
What is she pouring it into? A glass or a bottle?	ᎦᏙ ᎤᏍᏗ ᎠᏟᏍᏗᎭ? ᎤᎸᏌᏗᏍ ᎫᎫᎨ?
I want five oil containers.	ᎯᏍᎩ ᎪᎢ ᏗᏗᎵᏍᏙᏗ ᏓᏆᏚᎵᎭ.
Don't cry.	ᏞᏍᏗ ᏣᏠᏱᎸᎢ.
Because of his old age, he barely got off his horse.	ᎠᎦᏴᎵᏴ ᎢᏳᏍᏗ, ᏎᎦᏨ ᎤᏠᎢᏒ ᏐᏈᎵᎢ.
All he does is just brag when he speaks.	ᎠᏢᏈᏍᎬᏊ ᎢᎦ ᎨᏐ ᏳᏬᏂᏌ.
Do you think you can catch up with him?	ᎡᎵᏊᏍ ᏱᏯᏢᏔ ᎮᎵ?
He makes walking canes by carving wood.	ᏗᏙᎳᏅᏍᏗ ᏕᎪᎸᏍᎪ ᎠᏓ ᏓᏲᏢᏍᎬᎢ.
Do you know anyone who is an apprentice sorcerer?	ᎯᏲᎵᎩᏍ ᎩᎶ ᎠᏙᏂᏍᎩ ᎠᏕᎶᏆᏍᎩ?
Where does one find freedom?	ᎭᏢ ᎠᏩᏛᏗ ᎠᏚᏓᎴᏍᏗ?
This German is my friend.	ᎯᎠ ᎠᏛᏥ ᎣᎦᎾᎵᎢ.
What will you be doing Saturday?	ᎦᏙ ᎭᏛᏁᎮᏍᏗ ᏙᏓᏈᏕᎾ?
He's acting silly because he wants to be laughed at.	ᎠᏥᏰᏣᏍᏙᏗ ᎤᏚᎵᎬ ᎢᏳᏍᏗ ᎠᏛᏁᎵᎭ.
The student is studying to become an actor .	ᎠᏛᏁᎵᏍᎩ ᎢᏳᎵᏍᏙᏗ ᎠᏕᏠᏆᎠ ᏗᏕᎶᏆᏍᎩ.
I'm getting ready to go somewhere. She prepares a lot of food at Christmas.	Ꮲ ᎠᏇᏅᏍᏗ ᎦᏛᏅᎢᏍᏗᎭ. ᏥᏈᏍᏗ ᎠᎵᏍᏓᏴᏗ ᎠᏛᏅᎢᏍᏗᏍᎪ ᏓᏂᏍᏓᏲᎯᎲᎢ.
When children play on the ground, they become dirty.	ᎦᏙᎯ ᏱᏚᎾᏁᎶᎿ ᏗᏂᏲᏟ, ᎠᏂᎦᏓᎭ ᎾᎾᎵᏍᏗᏍᎪᎢ.
He's always eager to help.	ᏂᎪᎯᎸ ᎠᎦᏟᏱ ᎨᏐ ᎤᏓᏍᏕᏟᏗᎢ.
The moon shines brightly if it's a full moon .	ᎤᏍᎪᏍᏗ ᎠᎦᎵᏍᎪ ᏅᏓ ᎢᏳᏃ ᎧᎵ ᏅᏓ ᏱᎩ.
The girl wants to cut her hair.He broke the string with his hands.	Ꮎ ᎠᎨᏳᏣ ᎤᏍᏘᎬ ᎤᏚᎵ. ᏧᏬᏰᏂ ᎬᏗ ᎤᎦᎳᏍᏒ ᎠᏍᏘ.
Some twisters are small and some are big .	ᎢᎠᏓ ᎠᎦᎷᎦ ᏧᏍᏗ ᎨᏐ, ᎢᎦᏓᏃ ᏧᏔᎾ.
Cows like to lick salt.	ᎠᎹ ᎤᏂᎦᎾᏗᏍᏗ ᎤᏂᎸᏉᏗ ᏩᎦ.
I was in the doctor's office.	ᎠᎦᎾᎦᏘ ᎤᏴᏍᏗ ᏫᏥᏯᎥᎢ.
He's warming his feet.	ᏧᎳᏏᏕᏂ ᏓᎦᎾᏬᏗᎭ.
When it becomes warmer, it gets warm.	ᎪᎩ ᏱᏄᎵᏍᏔᎾ ᎠᎦᎾᏬᏍᎪᎢ.
It's raining too much to go somewhere today.	ᏥᏈᏍᏗ ᎠᎦᏍᎦ ᏢᎡᏅᏍᏗ ᎪᎯ ᎢᎦ.
This man is a specially selected speaker.	ᎯᎠ ᎠᏍᎦᏯ ᎠᏎ ᎠᎦᏑᏰᏓ ᎤᏬᏂᎯᏍᏗᎢ.
Cherokees use a seine to catch crawdads.	ᎠᎦᏯᎷᏗ ᎠᏅᏗᏍᎪ ᏥᏍᏛᎾ ᏓᏂᏂᏱᏍᎬ ᎠᏂᏣᎳᎩ.
My uncle has an old squirrel dog.	ᎠᎦᏴᎵ ᏌᎶᎵ ᏧᏲ ᎩᏟ ᎤᏩᎦ ᎡᏚᏥ.
The old woman has been teaching for twenty years.	Ꮎ ᎠᎦᏴᎵᎨ ᏔᎵᏍᎪᎯ ᎾᏕᏘᏯ ᏁᎬᏕᏲᎤᎲᏍᎪᎢ.
I am going over there for a while.	ᎠᎨ ᏫᏓᎨᏙᎵ ᏞᎦ.
Who is that woman?	ᎦᎪ ᎥᏍᎩᎾ ᎠᎨᏯ?
Cherokee girls like to play ball.	ᎠᏂᏣᎳᎩ ᎠᏂᎨᏳᏣ ᎤᏂᎸᏉᏗ ᎤᎾᎳᏍᎦᏟᏗᎢ.
The Cherokees like to eat corn bread.	ᏎᎷ ᎦᏚ ᎤᏂᎩᏍᏗ ᎤᏂᎸᏉᏗ ᎠᏂᏣᎳᎩ.
When he saw money on the ground, he picked it up. Every two years he gets a new car.	ᎠᏕᎳ ᎤᎪᎭ ᎦᏙᎯ ᎠᎲ ᎤᎩᏍᏒᎢ. ᏔᎵ ᏧᏕᏘᏴᏓ ᎢᏳᏓᎵ ᎢᏤ ᏓᏆᎴᎳ ᎠᎩᏍᎪᎢ.
The Trail of Tears was agony for the Cherokee.	ᎠᏂᏣᎳᎩ ᏗᎨᏥᎢᎢᎸᏍᏔᏅ ᎠᎩᏟᏱ ᎨᏎᎢ.
He was in pain for two days.	ᏔᎵ ᏧᏒᎯᏓ ᎢᎪᎯᏓ ᎤᎩᏟᏲᏨᎢ.
My horse has a colt.	ᏐᏈᎵ ᎠᏆᏤᎵ ᎠᎩᎾ ᎤᏩᎧᎭ.
Get something to eat at the store.	ᎪᎱᏍᏗ ᎠᎩᏍᏗ ᎯᎩᏒ ᏗᏓᎾᏅᎢ.
The woman always chews gum.	Ꮎ ᎠᎨᏯ ᏂᎪᎯᎸ ᏥᎳᎵ ᎠᎩᏍᏙᏍᎪᎢ.
I see ten hens and one rooster.	ᏍᎪᎯ ᎢᏯᏂᎢ ᏥᏔᎦ ᎠᏂᎩᏏ ᏕᏥᎪᏩᏘᎭ, ᏌᏊᏅ ᎠᏨᏯ.
He's burning old papers.	ᏗᎪᏪᎵ ᏧᏪᏘ ᏓᎪᎲᏍᏗᎭ.
When the car overturned it started burning.	ᏓᏆᎴᎳ ᏚᏟᏆᏗᎾ ᎠᎪᎲᏍᎬ ᎤᏓᎴᏅᎲᎢ.
Perch are good to eat.	ᎠᏂᎪᎳ ᎠᏃᏍᏓ ᏗᎦᏰᏍᏗ.
I am reading a letter from a friend. The patient wanted a doctor to examine him.	ᎣᏂᎦᎵᎢ ᏂᏓᏳᏅᏅ ᎪᏪᎵ ᏥᎪᎴᏰᎠ. ᎠᎦᎾᎦᏘ ᎤᎪᎵᏰᏗ ᎤᏚᎵᏍᎬ ᎤᏢᎩ.
Have you gone through famine?	ᎠᎪᎾᏍ ᏣᎶᏒᎯ?
He's target practicing with a new bow.	ᎢᏤ ᎦᎵᏣᏗ ᎬᏗ ᎠᎪᏂᎭ.
Rabbits ate up her lettuce.	ᏥᏚ ᎬᏩᏒᏁᎸ ᎠᎪᏍᏓᎩᏍᏗ.
The lion ate some raw meat.	ᎠᎪᏍᏗ ᎭᏫᏯ ᎤᎬ ᏢᏓᏥ.
Don't you see it?	ᏝᏍ ᏱᎪᏩᏘ?
The green grass is really a beautiful sight.	ᎢᏤ ᎦᏄᎸᏒ ᏙᎯᏳ ᎤᏬᏚᎯ ᎠᎪᏩᏛᏗ ᎨᏐᎢ.
Your mother wants to see a picture of you.	ᏤᏣᏟᎶᏍᏔᏅ ᎤᎪᏩᏛᏗ ᎤᏚᎵ ᏣᏥ.
This boy is a Creek Indian.	ᎯᎠ ᎠᏧᏣ ᎠᎫᏌ ᎠᏴᏫᏯᎢ.
When the catcher missed catching the ball, it hit him on his forehead. 	ᎦᏂᏱᏍᎩ ᏍᏆᏞᏍᏗ ᎦᏂᏱᏍᎬ ᏚᏅᏓ ᎠᎬᏓᎨᏂ ᎤᏩᏂᎸᎢ.
She cut a pattern for a dress. She's slicing the cake with a knife.	ᎠᏌᏃ ᎤᏬᏢᏗ ᎤᎬᎭᎸᎲᎢ. ᎭᏰᎵᏍᏗ ᎬᏗ ᎠᎬᎭᎵ ᎦᏚ ᎤᎦᎾᏍᏓ.
Chop up some cabbage to cook.	ᏧᎦᏅᏕᎾ ᎬᏂᏍᏙᏗ ᎯᎬᎭᎷᏯ.
Give me a piece of cake.	ᎦᏚ ᎤᎦᎾᏍᏓ ᎠᎬᎭᎸᏓ ᏍᎬᏏ.
Is your friend a white person or black?	ᎠᏲᏁᎦᏍ ᏍᏓᎵᎢ, ᎠᎬᎿᎨᎢᎨ?
The man is scolding his son.	Ꮎ ᎠᏍᎦᏯ ᎤᏪᏥ ᎠᏧᏣ ᎠᎬᏍᎪᎸᏍᎦ.
A cat washes its face after it eats.	ᏪᏌ ᏳᎵᏍᏓᏴᏃᎿ ᎠᎬᏉᏍᎪᎢ.
Nobody likes a loudmouth.	Ꮭ ᎩᎶ ᏳᎸᏉᏗ ᎠᎭᎳᏓ. 
Flag that door down.	ᎯᎠᎷᎩ Ꮎ ᏓᏆᎴᎳ.
Let's meet here after a while.	ᎠᎭᏂ ᏙᎾᏠᏒᎢ ᎪᎯ ᏴᎢ.
Deer meat is good to eat.	ᎠᏫ ᎭᏫᏯ ᎣᏍᏓ ᎠᎩᏍᏗ.
When I closed the window, I smothered it. 	ᏦᎳᏂ ᏓᎦᏍᏚᎿ ᏥᎠᏬᏍᏔᏅᎢ.
Some snakes are not easy to see.	ᎢᎦᏓ ᎢᎾᏓ Ꮭ ᎠᎯᏓ ᏱᎩ ᏗᎪᏩᏛᏗ.
What do you have in your hand?	ᎦᏙ ᎤᏍᏗ ᎯᎯᏙᎭ.
I killed seven squirrels when I went hunting.	ᎦᎵᏉᎩ ᎢᏯᏂᎢ ᏌᎶᎵ ᏕᎦᏥᎸ ᎠᎩᏃᎭᎴᎾ.
He's driving his dad's car.	ᎤᏙᏓ ᎤᏤᎵ ᏓᏆᎴᎳ ᎠᎯᎴᎭ.
He's driving the cattle toward the pasture.	ᏠᎨᏏ ᏗᏜ ᏓᎯᎵ ᏩᎦ.
Something happened to the steering wheel.	ᎪᎱᏍᏗ ᎦᎵᏍᏓ ᎠᎯᎸᏍᏗᎢ.
Leave the car when you go back.	ᎯᎯᏴᎢ Ꮎ ᏓᏆᎴᎳ ᎢᎭᏂᎩᏒᎢ.
Put the bottle on the table.	ᎦᏍᎩᎸ ᎯᏝᎲᎦ Ꮎ ᎫᎫ.
When something scares a bird, it flies away.	ᎪᎱᏍᏗ ᏳᏍᎦᏍᏓᏁᎳ ᏥᏍᏆ, ᎠᏜᏫᏗᏍᎪᎢ.
Do you want something that flies?	ᎪᎱᏍᏗ ᎠᏝᏫᏗᏍᎩ ᏣᏚᎵ?
He likes to fly a toy airplane.	ᏥᏳ ᏗᏁᏟᏙᏗ ᎤᎸᏉᏗ ᎤᏝᏫᏘᏙᏗ.
Are you the one who flies this plane?	ᏂᎯᏍ ᎭᏝᏫᏘᏗᏍᎩ ᎯᎠ ᏥᏳ?
When he has eaten a lot, he has a nightmare. 	ᏥᏈᏍᏗ ᎤᎵᏍᏓᏴᏅ ᏱᎩ ᎠᏘᎩᏍᎪᎢ.
How long did it take for you to get a haircut?	ᎯᎠ ᎢᎪᎯᏓ ᎤᏟᎢᎵᏙᎴ ᎡᏣᏙᏰᏍᎬ?
A carpenter uses a ruler in measuring the place where he cuts the board.	ᏗᏁᏍᎨᏍᎩ ᎠᏟᎶᏍᏗ ᎬᏗᏍᎪ ᎠᏟᎶᏍᎬ ᎢᏴ ᎤᏍᏆᎵᏍᏗ ᏯᏖᎾ.
Hand me a ruler.	ᎠᏟᎶᏍᏗ ᎡᏍᎩᏗᏏ
When he hit the steel post with a car, it bent.	ᏓᏆᎴᎳ ᎬᏗ ᎤᏩᏂᎳ ᏔᎷᎩᏍᎩ ᎨᏛ, ᎤᏟᏴᏈᏛᏅᎢ.
When a deer is trying to scare something, it snorts .	ᎪᎱᏍᏗ ᏯᏍᎦᏍᏓᏁᎭ ᎠᏫ, ᎠᏟᏴᏌᎾᏩᏗᏍᎪᎢ.
He preached for one hour .	ᏑᏟᎶᏓ ᎢᎪᎯᏓ ᎤᎵᏣᏙᏅᎢ
Three of his sons became preachers.	ᏦᎢ ᎢᏯᏂ ᏧᏪᏥ ᎠᏂᏧᏣ ᎠᎾᎵᏣᏙᎲᏍᎩ ᏄᎾᎵᏍᏔᏅᎢ.
